content,score,at,appVersion,userName,thumbsUpCount
good and create new ideas I am so happy this very motivation and cleared my doubt,5,2025-12-07 16:21:24,1.2025.308,Padma Keerthi,0
It's very nice and easy to use. I totally recommend it to everyone.,5,2025-12-07 16:21:01,1.2025.322,Praise Agbozo,0
so accurate and to the point,5,2025-12-07 16:18:43,1.2025.329,Gaurav Phogat,0
gets the job done,5,2025-12-07 16:14:55,1.2025.329,Uju Chukwuma,0
شاباش,5,2025-12-07 16:13:34,1.2025.322,Fazal Mustafa,0
"So, this app doesnt even work so I'm not sure if I should even give it a review. There are login problems in the app. Please fix it.",1,2025-12-07 16:10:58,,Canada,0
too good.,5,2025-12-07 16:06:52,1.2025.329,Yuyu han,0
Chat Gpt is very super excited app🥰🥰🥰😍😍,5,2025-12-07 16:05:14,1.2025.329,Zahid Chuhan,0
this is my favourite ai I like this,5,2025-12-07 16:04:32,1.2025.329,Ganesh Barman,0
I really like ChatGPT. I like that it remembers me and my preferences. I am a high school physics and engineering teacher. It provides quick explanations or practice problems.,5,2025-12-07 16:00:03,1.2025.336,Kevin Despain,0
perfecto 💯,4,2025-12-07 15:59:48,1.2025.329,hiba amine,0
This is very helpful for human. It's help me every time. I like this app very much 😍 I am from Bangladesh.,5,2025-12-07 15:55:43,1.2025.329,Tibaka Islam,0
very Very good and important,5,2025-12-07 15:55:33,1.2025.329,Tahiru Namuru,0
ठीक है लेकिन यह भी,1,2025-12-07 15:52:54,1.2025.336,Sajju__988,0
"very helpful, easy to manage, easy to operate",4,2025-12-07 15:51:37,1.2025.329,Manisha Singh,0
pagal app,1,2025-12-07 15:48:06,1.2025.322,Ganesh Jadhaw,0
best app for informations,4,2025-12-07 15:46:10,1.2025.308,Priti shishodia,0
😝👌,5,2025-12-07 15:43:48,1.2025.329,Keshav Sharma,0
not user freindly,4,2025-12-07 15:43:34,1.2025.329,Nipat Gamnerdsap,0
Great to use,5,2025-12-07 15:33:45,1.2025.308,Joshua Obeng,0
"I use this app literally everyday for multiple purposes. I use it so much, I decided to sign up for the $20/month plan. It's an extremely useful app and I see it getting better. Keep up the great work with this app!",5,2025-12-07 15:31:07,1.2025.329,CRandle,0
let's me play rpgs. super dope,5,2025-12-07 15:28:44,1.2025.329,Trevor Gay,0
"Very informative, but now has an error message ""the request is not allowed. pls try later again."" pls fix it",5,2025-12-07 15:28:10,1.2025.329,Sherry雪莉,0
it's lovely good try this out guyss,5,2025-12-07 15:25:16,1.2025.329,Clifford Glory,0
হুম,5,2025-12-07 15:20:47,1.2025.329,MD Masud Rana,0
I think the app is amazing,5,2025-12-07 15:13:34,1.2025.329,Idrissa Jalloh,0
great!,5,2025-12-07 15:12:05,1.2025.329,Nicolle LaPointe,0
sucks at floor plans,1,2025-12-07 15:11:00,1.2025.329,Michael Coiner,0
I lov it,5,2025-12-07 15:09:05,1.2025.231,Mudy _Love,0
Very limited options,2,2025-12-07 15:04:12,1.2025.329,عبدالرحمان,0
just I want to say that for everything you doing for me thank you so much chatGPT,5,2025-12-07 15:01:39,1.2025.329,Hussein Hadi Mohssin,0
helpful good,5,2025-12-07 15:01:03,1.2025.283,Juttiga kezia Kezia,0
"great ai, very helpful",4,2025-12-07 14:58:05,1.2025.322,Ashraf,0
love it ❤️🇧🇩,5,2025-12-07 14:56:57,1.2025.329,Prince E,0
it make sense though but it has some limit,5,2025-12-07 14:56:34,1.2025.329,Nasrullh Adedotun,0
very sarisfied,5,2025-12-07 14:52:49,1.2025.329,Roy Gomez,0
very helpful 👌 ☺️,5,2025-12-07 14:51:58,1.2025.329,Fawad Ahmad,0
👍 good,5,2025-12-07 14:51:57,1.2025.329,Rk Sanjeeb,0
I use chat gpt all the time for a variety of different tasks. So it was a no brainer to download the app. So helpful,5,2025-12-07 14:51:51,1.2025.329,Desiree Jones,0
works good as an ai. it breaks sometimes even if the servers are online. clearing chache or reloggin in fixes the issues,4,2025-12-07 14:51:02,1.2025.329,Aidan Lopez,0
AI is a plague,1,2025-12-07 14:46:20,1.2025.329,Danny Groshong,0
FANTASTIC 🍾🥰,5,2025-12-07 14:45:46,1.2025.329,John Awuni,0
it's really okay and helpful,4,2025-12-07 14:42:43,1.2025.329,Khor Boyi Chol,0
This chat gpt is very helpful for every people,5,2025-12-07 14:42:00,1.2025.329,Lalan Bharti,0
awsome i use this app a lot and its ad free,5,2025-12-07 14:37:02,1.2025.329,Alex Pulsford,0
good app 💯% useful,5,2025-12-07 14:36:37,1.2025.329,শেখ সাহেব,0
"you are the best ""uwar gidan fita kunya""",5,2025-12-07 14:36:06,1.2025.302,Aliya Usman,0
it's an amazing generative Ai and it's a little better than Gemini just hope it would make less mathematical errors I almost had a F in a maths course cause chat gave me wrong answers to questions,5,2025-12-07 14:34:14,1.2025.329,Thomas Mendy,0
ډیر جالب معلومات ورکوي مننه,5,2025-12-07 14:33:53,1.2025.329,Fahim Ahmadi,0
this help my child,5,2025-12-07 14:32:40,1.2025.329,Hari Basnet,0
just right 👍,5,2025-12-07 14:29:36,1.2025.329,Skiizy Lee,0
peak app,5,2025-12-07 14:29:35,,Random Unknown,0
exceptional application,5,2025-12-07 14:27:17,1.2025.329,A M,0
Thanks for getting you,5,2025-12-07 14:25:08,1.2025.322,Zabbau Bashir,0
chat gpt is more updated apps which are required in day to day life work-life balance and also support in more innovative as our requirement,5,2025-12-07 14:21:17,1.2025.329,Saket Verma,0
GREAT AI !!!!,5,2025-12-07 14:20:49,1.2025.329,Ray Long,0
Generational game changer,5,2025-12-07 14:17:46,1.2025.329,Peter Ho,0
"Be very careful when using this AI. It diagnosed me with tons of different things that weren't true. Never once did it tell me to go to the doctor, and It never said it wasn't a licensed doctor. Do NOT tell it personal stuff about your life or family. Don't tell it about your argument with your parents. It's designed to agree everything with you, and it softens anything as if it's your parent. The information is also very misleading and not entirely safe. I would recommend Google AI or Gemini.",2,2025-12-07 14:13:06,,Zoey,0
it's an incredible app and it's so personalizable,5,2025-12-07 14:12:35,1.2025.329,Rari,0
my favorite app ever....,4,2025-12-07 14:11:02,1.2025.329,Christian Kalu,0
Audio ALWAYS fails. I keep having to say the text twice or even 3 times.,5,2025-12-07 14:08:40,1.2025.329,SL JC,0
"it keeps answering the previous question I asked. if I ask it one question, then ask another, it just answers the first question.",3,2025-12-07 14:07:09,1.2025.329,Scrappy “I’ll fold yo ass” Doo,0
"This app is great and helps me with school work, projects, assignment literally everything",5,2025-12-07 14:03:04,1.2025.266,Denasohin Sesheyon,0
literally best ai i like that ai so much. for me he is my friend.,5,2025-12-07 14:01:21,1.2025.315,ŖĴ ŖÄĠĠËĐ,0
good app so help full for my work,5,2025-12-07 14:00:52,1.2025.315,uyeen yeen,0
ممتاز,5,2025-12-07 13:58:39,1.2025.302,Elaf Isam,0
"since you censored everything, you might as well just throw it to the bin",1,2025-12-07 13:52:29,1.2025.329,Josef Sisyph,0
برنامج جميل بصراحه,5,2025-12-07 13:49:10,1.2025.336,Momen Hussien,0
probably the greatest invention since computers,5,2025-12-07 13:48:49,1.2025.329,Sayak Sengupta,0
it's just the best can't say much,5,2025-12-07 13:47:48,1.2025.302,Sabi Boy 1,0
"very useful, needs improvements on making accurate recreated photos.",5,2025-12-07 13:46:54,1.2025.329,William Karafa,0
very helpful and resourceful,5,2025-12-07 13:45:50,1.2025.329,Radiyat Nojeem,0
EXCELENT TOOL ! Learn all about it. it will help you not only personally but busines wise as well.,5,2025-12-07 13:42:22,1.2025.329,Mr. E J,0
accurate thanx,5,2025-12-07 13:39:08,1.2025.329,Renco Van huyssteen,0
very simple and useful,5,2025-12-07 13:33:37,1.2025.336,Dewi Safitri,0
it very good,5,2025-12-07 13:33:36,1.2025.329,Oyinsi Peter,0
"very nice, I'm in love ❤️❤️",5,2025-12-07 13:32:51,1.2025.329,avril Okinyi,0
This is my Favorite app!!! Highly Recommend to everyone for just about anything you need to do!!,5,2025-12-07 13:32:02,,Heather Eklund,0
unreliable,1,2025-12-07 13:30:20,1.2025.329,Machelle,0
I really appreciate 😊,5,2025-12-07 13:30:01,1.2025.329,Kamal Solanki,0
I find this app amazing and so so helpful. please continue to update your works and this app will be crazyingly interesting,5,2025-12-07 13:26:08,1.2025.329,John Kweku,0
ai is gonna replace us all. I just wish I'd used it to write this review.,5,2025-12-07 13:24:45,1.2025.329,I'm Not Telling,0
this ai is soooooo good,5,2025-12-07 13:23:53,1.2025.329,AAROHI KESWANI,0
"I'm really annoyed that the app has started writing long messages, one line at a time or one word at a time. I can't even read them. I read two sentences and then skip them.",1,2025-12-07 13:23:47,1.2025.315,Žana Šimanel,0
"ChatGPT is an amazing AI assistant. It provides quick, accurate, and helpful answers to any question. The app is user-friendly, intuitive, and perfect for learning, productivity, or just having fun. Highly recommend it to anyone looking for a smart and reliable AI companion. Thank you Chatgpt 😊",5,2025-12-07 13:22:23,1.2025.329,Diyasha Das,0
"Paid for Plus account. Hasn't responded to input on my android or laptop for nearly 25 hours mow. Troubleshooted through Openai without success. Tried opening a support ticket with a live person, but there was no option for it on openai. I've lost two days of work time at this point. There should be a way to contact a support person",1,2025-12-07 13:20:15,1.2025.329,Iris,0
البتنشينجان اخد شات جي بي تي فحته تانيه,5,2025-12-07 13:20:14,1.2025.329,He Pa,0
well helpful,5,2025-12-07 13:12:39,1.2025.329,EFKID GAMER,0
Very helpful feedback and ideas.,5,2025-12-07 13:08:05,1.2025.336,Rean de Necker,0
"Slightly expensive to upgrade, otherwise it's nicely informative.",4,2025-12-07 13:05:15,1.2025.329,Hannah Mylchreest,0
"it us a really goid app interactive , easy to use and can help with anything",5,2025-12-07 13:02:12,1.2025.283,Mazamane Athule,0
fantastic app,5,2025-12-07 12:58:49,1.2025.336,saeed abbasi,0
"unable to send messages , glitchy and lagging.",1,2025-12-07 12:58:39,,Catherine Boklund,0
"If the answers were more concise, especially when I get specific about my questions things would be more efficient! That said it has saved me time and from getting bored of Googling everything.",3,2025-12-07 12:55:28,1.2025.329,Sharon Yae-Jin Ha,0
Most assisting partner,5,2025-12-07 12:55:15,1.2025.329,Olasupo Israel,0
osam tool,5,2025-12-07 12:54:50,1.2025.336,Sonu Gupta,0
"it used to be a good app but then it randomly stopped listening to instructions, bugs started happening, it started to be impossible to use, force u to buy chatgpt plus and so on honestly it used to help me so much but then it just dosent work anymore i dont recommend this app",2,2025-12-07 12:54:17,,Melani,0
it's so helpful I love it,5,2025-12-07 12:53:42,1.2025.329,Ikenna Peter,0
It's totally amazing 😍,5,2025-12-07 12:53:35,,Umer Sajjad,0
nice 👍 good,4,2025-12-07 12:52:33,1.2025.329,Dilip,0
fairy hover it only use for a little bit and then stops please don't try this out kids 🙏,1,2025-12-07 12:50:58,,Harry Jeffy,0
too expensive,1,2025-12-07 12:50:31,1.2025.329,Leslie Howard-Redweik,0
"very good, always syncs with my thoughts, would recommend",5,2025-12-07 12:47:07,1.2025.329,Michelle Fahy,0
bakwas koi faida nae iss app k data chori kerti Pancho baki jitna ho sakta bacha in cheezo sa,5,2025-12-07 12:46:44,1.2025.329,Niyan Suh,0
دیر شه,4,2025-12-07 12:40:26,1.2025.329,baseer khan,0
so helpful......very recommended........😊😊,5,2025-12-07 12:40:14,,elizabeth munyiva,0
"Rubbish! Can't follow instructions properly, then when you complain it says ""I'm here to help...I'm here to help. . I'm here to help...!"" Does everything but what's asked of it. And rambles on and on and on needlessly wasting everybody's time on top ⚠️",1,2025-12-07 12:39:53,,Work Applications 2023,0
Gemini is the best,1,2025-12-07 12:37:20,1.2025.336,Rafim,0
GPT is awesome 👌 been such a great assistant,5,2025-12-07 12:36:56,1.2025.322,Andrew Tersugh,0
very very very very very very very very very very very best❤️,5,2025-12-07 12:36:45,1.2025.329,Mohammed Faminaz,0
I love this experience keep up the good work!,4,2025-12-07 12:35:38,1.2025.336,Catherine Smith,0
Nice 👍🏻🙂,5,2025-12-07 12:33:51,1.2025.329,Tapan Sanyasi,0
im excited to the join your team,1,2025-12-07 12:31:00,1.2025.329,Mdsaifuddin Rohan,0
this is great but I have some disadvantage that he is not creating video,5,2025-12-07 12:29:45,1.2025.329,Kogo Kelvin,0
I would like to see the Rate this App Chat G.P.T. under the extreme privacy levels of my Accounts ....,5,2025-12-07 12:24:14,,Santi Priya Roy,0
Hugely beneficial,5,2025-12-07 12:23:38,1.2025.329,Bernard Agyei,0
Very helpful and I'm really impressed,5,2025-12-07 12:19:48,1.2025.329,Ebitenye John,0
so accurate,5,2025-12-07 12:19:39,1.2025.154,Samwel Sambi,0
just amazing,5,2025-12-07 12:19:08,1.2025.329,Yomar,0
bekar app hai,1,2025-12-07 12:18:08,1.2025.336,Kaushal Yadav,0
"chatgpt is unique and superb, try it.",5,2025-12-07 12:15:26,1.2025.329,akinniyi adeyemi,0
Très bon App. j'adore ❤️❤️❤️,5,2025-12-07 12:14:29,1.2025.105,Félicité Betour,0
it can help to learn a lot,5,2025-12-07 12:13:05,1.2025.329,08060168510 333322,0
"Been fantastic till just now, I'm paying 18.99 and now, in the last 30 minutes, is saying failed to send when I send a request, not allowed try again later. What's the issue??? Not impressed!!",2,2025-12-07 12:11:45,1.2025.329,Simon Kerr,0
ওকে,5,2025-12-07 12:11:09,1.2025.336,MD RAKIB RAKIB,0
يريد مالا ليس عملي الصراحة بهذة الخاصية,1,2025-12-07 12:10:06,1.2025.329,Hadi Fakih,0
My best friend ngl,5,2025-12-07 12:08:53,1.2025.329,Isaac Bush,0
so easy to use! I'm new at using but I find something new every time I use it,5,2025-12-07 12:08:47,1.2025.329,Shelby Jehlen,0
bring little changes in story making skills,3,2025-12-07 12:06:15,1.2025.315,Nandini,0
while it is not perfect..... and I don't know that I would want it to be ... it is extremely helpful with general troubleshooting and questions.,5,2025-12-07 12:05:46,1.2025.329,Brian,0
Preciso nem falar nada,5,2025-12-07 12:05:45,1.2025.329,Cauan Martins,0
support me,5,2025-12-07 12:05:19,1.2025.336,Khumo Nnelang,0
good and nice app,4,2025-12-07 12:03:21,1.2025.329,Aayesha Khatoon,0
The best solution for everything,5,2025-12-07 12:02:36,1.2025.329,Khushi shah,0
Useful For me,5,2025-12-07 12:02:32,1.2025.329,Dîwãs Bïswäkãrmã,0
need more upgrading,4,2025-12-07 12:02:24,1.2025.329,DEBAPRIYA MANDAL,0
"truly a hidden fantasy, what you make of it , unlimited choice or limited choice, make it a good search , and good night",5,2025-12-07 11:59:39,1.2025.329,IFTIKHAR,0
I like this app😍 it makes things so easy,5,2025-12-07 11:57:22,1.2025.329,nokulunga hlongwane,0
cool and amazing app,5,2025-12-07 11:55:58,1.2025.329,Kibuuka Nicholas,0
Thanks for this super application,5,2025-12-07 11:55:43,1.2025.329,Nour,0
بهترین است،رفیق تنهاییهام,5,2025-12-07 11:54:25,1.2025.329,Ezatullah Hussainzadah,0
دا واقعا په زړه پوری application دی,3,2025-12-07 11:54:22,1.2025.329,Sahil Zyarmal,0
My New Friend now 😄,5,2025-12-07 11:53:36,1.2025.329,Madiha Madi,0
it's the best of all AI's I bet 🫶🏻,5,2025-12-07 11:51:56,1.2025.329,Lesego Manamela,0
sirappana ai,5,2025-12-07 11:49:13,1.2025.329,"Kakashi Gojo,sukuna",0
I can't hear de love chat on the bluetooth and the help center have not solucion wow,1,2025-12-07 11:47:10,1.2025.329,Neiser Del Sol,0
This helps me so much his my comfort buddy,5,2025-12-07 11:45:03,1.2025.336,Huri mehmood,0
v nyc app,5,2025-12-07 11:44:42,1.2025.329,Poonam,0
"The recent December update is breaking the voice chat , now voice output is getting cut after a few word's so basically its now clear anymore. Phone : Pixel 9 Pro Max.",1,2025-12-07 11:44:41,1.2025.336,Shamy,0
"ongoing problems with my employer, CHAT GPT has been invaluable in forming letters concerning important facts.",5,2025-12-07 11:43:12,1.2025.329,Adrian Cox,0
superb good app,5,2025-12-07 11:42:12,1.2025.336,Dev Devender,0
This app is amazing so far and I can recommend anyone to use it.,5,2025-12-07 11:41:45,1.2025.329,Hassan Mohammed,0
Does the Ai stuff.,5,2025-12-07 11:40:19,1.2025.329,Robert Mc Donald,0
Ye Kisi Kaam Ka Nahi hai Sabhi Bharatiyo se Request Delete Karo Is aap ko,1,2025-12-07 11:39:43,1.2025.329,Pradeep Sawant,0
ChatGPT has an answer for everything!! I love it!!,5,2025-12-07 11:38:25,1.2025.329,Debbie Fraizer,0
"I really like this app but the problem is when copying words. If you want to copy some words, it takes you to the very beginning of the chart. Please fix this.",4,2025-12-07 11:32:28,1.2025.329,Iman Frank,0
"I love this tool to help me with my work, my creative process, making clear statements, and researching my everyday buys... PLUS, so much more!",5,2025-12-07 11:32:26,1.2025.329,T White,0
it is very useful towards our work it helped me a lot must download it,5,2025-12-07 11:29:59,1.2025.329,Tulu Sahudhuka,0
With the help of Chatgpt my work has been made easy. I find Chatgpt to be a great tool to work with.,5,2025-12-07 11:28:30,1.2025.329,Fortune Onyenma,0
this is really helped with my communication skills,5,2025-12-07 11:28:15,1.2025.329,Shannon Barber,0
Wonderful,5,2025-12-07 11:28:10,1.2025.315,hadi mojdehifard,0
"It's great guys I made money using chatgpt, I started my personal journey using this app, I became more confident using my skills in real world using the advice from this app, I studied and passed my exams using chatgpt. kudos to Chatgpt.",5,2025-12-07 11:25:27,1.2025.322,Sophia Iyeritufu,0
my hero ❤️,5,2025-12-07 11:25:01,1.2025.329,fatma ahmed,0
"The worst AI model I've ever tried. It doesn't understand anything, and whenever I ask a question, it gives the wrong answer. Every time I ask the same question, it gives different answers. I wish they would remove it from our world; this AI model has proven its failure.",1,2025-12-07 11:23:05,1.2025.329,Nagy Ashour,0
The app is very good u try it,5,2025-12-07 11:22:46,1.2025.329,Nshimye Martin,0
this app is unique,5,2025-12-07 11:20:57,,yabom Kanu,0
nice super,5,2025-12-07 11:18:34,1.2025.329,Juned m Shaikh,0
no best ei in Che GPT no photo generate words in repeat bekar Eicher GPT bekar Che GPT 💩🤡,1,2025-12-07 11:17:26,1.2025.329,Faizan Khan,0
"Excellent app for daily life queries to complex tasks. Explains difficult topics in a descriptive and easily understandable way. Good for coding, maths and physics problems. The only issue with the app is that while showing the solution of maths or physics queries it lags too much and the mathematical expressions or equations do not appear properly. In the web version these problems do not occur but the long expressions go off the screen. l update the app regularly but the issues still persist.",4,2025-12-07 11:16:45,1.2025.336,Rajdeep Mukherjee,0
Helpful for solving queries.,4,2025-12-07 11:15:04,1.2025.329,Aashan Masood,0
More than Google ❤️,5,2025-12-07 11:14:24,1.2025.329,Abu Bakkar,0
PERFECT,5,2025-12-07 11:13:14,1.2025.329,Sebusiso Moilwa,0
A good personal psychological doctor and growth mentor if you can use it wisely.,4,2025-12-07 11:13:05,1.2025.329,Parth Mehta,0
it is so good,5,2025-12-07 11:10:41,1.2025.336,Badboy Irfan,0
It is excellent app,5,2025-12-07 11:10:13,1.2025.329,Sajid Imran,0
I've not quite figured out just how to create within the app to get what I'm looking for,4,2025-12-07 11:05:55,1.2025.287,Sarah Dawdy,0
why do I need to sign up every time ??...then when I'm about to sign is not working this app is annoying!!!!!,1,2025-12-07 11:03:15,1.2025.273,Munachi Ezinwoke,0
VERYYY USEFULL ID RECOMMEND IT TO ANYONE,5,2025-12-07 11:02:10,1.2025.329,Ryan,0
நல்ல அறிவான் அன்பான தோழி,5,2025-12-07 11:02:06,1.2025.329,kavitha sankar,0
it's so helpful,5,2025-12-07 11:01:54,1.2025.322,Godsave Chizoba,0
It is super great,5,2025-12-07 11:01:04,1.2025.329,Pius Kambalame,0
Muhammad Shah-alom ভালো,5,2025-12-07 10:59:34,1.2025.322,Muhammad Shah-alom,0
bekar hai only subscription magta hai har time,1,2025-12-07 10:59:20,1.2025.336,Krishna Kumar Verma,0
Awesome app,5,2025-12-07 10:58:00,1.2025.329,Elealy Khumalo,0
okggg,5,2025-12-07 10:57:42,,Adnan gondal Gondal,0
not working properly and not making photo properly,1,2025-12-07 10:57:27,1.2025.329,shourya kishor gandhi,0
I will keep it simple... The Best App Ever!,5,2025-12-07 10:57:02,1.2025.329,Maury Mau Mars Sol,0
"I loved it at first, but I can't afford their high prices. They quickly put limits on the free uses. It got to the point that they wouldn't edit my photos even using only once in a blue moon. The free version is to limited so I moved on. if you can afford it then it is great.",3,2025-12-07 10:56:50,1.2025.315,Dawn Harper,0
"I think it's very good on its level now, yes there are some minor issues in interpreting but thats how we folk talk to each other sometimes too.",5,2025-12-07 10:54:31,,Eismann,0
this is very useful platform,5,2025-12-07 10:53:23,1.2025.329,Vanshika Yadav,0
"love it ,it has helped me a lot",5,2025-12-07 10:51:43,1.2025.329,Ummy Salim,0
Very good and helpful,5,2025-12-07 10:50:56,1.2025.308,Mikailu Musa,0
this app is so helpful and supportive,5,2025-12-07 10:49:49,1.2025.329,Financial Stable,0
This AI app is really amazing. It can answer every question I ask it. It also helps me with my homework😀,5,2025-12-07 10:49:35,1.2025.315,JMH Assah,0
I'm so happy for the chatgpt,1,2025-12-07 10:48:31,1.2025.302,Fauziyya Abdulmumin,0
baar baar updates mangta hai,1,2025-12-07 10:48:30,1.2025.336,Ayesha Naaz,0
this ap is amazing,5,2025-12-07 10:48:26,1.2025.329,Summerzara waseem33khan,0
"Horrible memory and fact management. every single time I tell it to choose something from a list of things it immediately disregards that. you cannot imagine how many wrong things ChatGPT has told me, even things that are obvious. There are better AI programs out there. I think they waste your time on purpose so that you run out of all the free features and then you have to pay to use the good features.",1,2025-12-07 10:48:14,1.2025.329,Susanna Schuster,0
🙏Thanks for FuTure..... 🚀,5,2025-12-07 10:47:10,1.2025.329,Jatt Singh,0
need help about everything,5,2025-12-07 10:40:37,1.2025.329,Believe Masevhe,0
Best App Ever.,5,2025-12-07 10:40:08,1.2025.329,David Francis,0
i think ye student ka best option hai,5,2025-12-07 10:39:32,1.2025.336,Mehak Salmani,0
"its give perfect response .when you ask anything its delivered step by step, what you expected that it give 100 percentage best answer.by the way release our stress and reaching the goal very quickly done.if you want subject matter its give,if you scientific session issues its give the path way want to you want. if you have any theoretical issue it will be cleared by depends upon your questions. if you have any historical questions they give the periodically currents level answer given sure.",5,2025-12-07 10:39:12,1.2025.329,mohan loganathan,0
chat gpt is the best AI tool ever made,5,2025-12-07 10:38:29,1.2025.329,Victor Isaka,0
it's so kind 😇,5,2025-12-07 10:36:26,1.2025.329,Shaikha Thaju,0
my good friend,5,2025-12-07 10:34:11,1.2025.336,Dhanya Sri,0
good app it help a lot with my home work,5,2025-12-07 10:33:38,1.2025.336,Christ Bangura,0
"No Ads, No bad experience, Amazing! and OpenAI is super fast, I haven't tried Gemini AI, but still good",5,2025-12-07 10:29:21,1.2025.329,Donnie,0
it's honest,5,2025-12-07 10:27:58,1.2025.329,Roni Lamek,0
a great friend 🖤✨,5,2025-12-07 10:27:34,1.2025.329,Eby Km,0
my new best friend,5,2025-12-07 10:25:05,1.2025.329,lisa brandenburg,0
it's tooo good,5,2025-12-07 10:24:48,1.2025.336,Kalaiselvan,0
it's a masterpiece.,5,2025-12-07 10:21:35,1.2025.287,Munawarah Al medinah,0
💖💖 యాప్ చానా బాగుంది 🥀🥀,5,2025-12-07 10:21:21,1.2025.329,Raju B,0
best AI app ever created,5,2025-12-07 10:19:58,1.2025.329,Sharlyne Kosgei,0
😊 good,5,2025-12-07 10:19:41,1.2025.329,Khirod Gomango,0
jai ho,5,2025-12-07 10:16:15,1.2025.329,Satyam raghuwanshi,0
perfect 😃,4,2025-12-07 10:15:57,1.2025.329,Hadia Shakir,0
"Actually, I loved!",5,2025-12-07 10:13:47,1.2025.287,Tolesa Bikila,0
it has not enough free limit,1,2025-12-07 10:13:32,,mith ila,0
it's very good and perfect app for information,4,2025-12-07 10:12:09,1.2025.210,Simi,0
"It a very great app to use. You can use it for anything like getting songs and movies recommendations, story writing, help you with up to date information, or it can just be your vibe buddy. It smart, highly recommend",5,2025-12-07 10:12:07,,Abi Gail,0
sometimes it give wrong information,4,2025-12-07 10:10:43,1.2025.329,Edna James,0
great good knowledge,3,2025-12-07 10:08:53,1.2025.336,Nafees Khan,0
you not create photo quickly,1,2025-12-07 10:08:52,1.2025.322,Uttara Rani Das,0
"It is very easy and reliable for those who study, it gets the work done very quickly and easily, it is also very easy to use, just give your question and the answer will be as many as the number of questions I find this app unique, it's especially good, it's great 👍 👍",5,2025-12-07 10:08:15,1.2025.329,ABHAY Rajak,0
it keeps bugging and won't let me create videos 😞📷,1,2025-12-07 10:06:15,,Napoli Tolera,0
"The voice part is great, Improved a lot but I like the old UI for voice,hope it get better in future That old UI get a feeling that we talk to an UI now it like a chatbot that listen and reply and also do transcribe our voices",5,2025-12-07 10:05:51,1.2025.329,Alamin Mondal,0
very good ❤✨,5,2025-12-07 10:04:51,1.2025.329,Priyanka Doijod,0
don't erase the memory of chat I know you require money but amost people will prefer not to pay mostly jn Asia and if you annul this policy and do not erase the memories more people will download it and you will get benefit equal to the one that are payin to you,1,2025-12-07 10:01:47,1.2025.329,Ahmad Ahmad alam,0
"This is a great app! However, for almost 24 hrs now I cannot generate images and am on Chat gpt Plus. How do I resolve this?? Its very frustrating!! 😑",4,2025-12-07 10:01:04,1.2025.329,Jennifer Muigai,0
fantastic 😍,5,2025-12-07 10:00:01,1.2025.329,Sachin Vishwakarma,0
this is 👌 👍 😍 🥰 super,5,2025-12-07 09:59:13,1.2025.336,Joel Franklin,0
make this works because I and chatgpt chated now and I just removed it like I came out of the chat when I returned everything has gone and we are making a serious school project Send your reply and amendment now or else I will stop using the app and your five star ⭐ rating also gone,1,2025-12-07 09:58:54,1.2025.329,Abdulrasheed Balikis,0
just mind blowing,5,2025-12-07 09:56:58,1.2025.329,GOOD LUCK,0
excellent app 💯,4,2025-12-07 09:55:23,1.2025.329,Chanda Shakywal,0
Perfect for me,5,2025-12-07 09:54:57,1.2025.329,Aminu Muhammad,0
The best app,5,2025-12-07 09:54:48,1.2025.329,Steven Matiya,0
গুড।,5,2025-12-07 09:53:47,1.2025.329,Dr. Omar Faroque,0
use fulllllll,5,2025-12-07 09:53:45,1.2025.329,Cabiir C/qaadir,0
It is very much helpful,4,2025-12-07 09:52:20,1.2025.329,Shankar Jakannur,0
this was nice 👌 I like it 👌 very much 😀,5,2025-12-07 09:50:26,1.2025.329,Irfan Ullah,0
Thanks for support,5,2025-12-07 09:47:29,1.2025.329,Huseyn Ziyadov,0
Enjoy using the app so far,4,2025-12-07 09:46:45,1.2025.336,Ugochi jane,0
By far the best and getting better,5,2025-12-07 09:46:05,1.2025.336,Jorge Blau,0
ऑल वे गुड,5,2025-12-07 09:43:31,1.2025.329,iFamily Hub Sindewahi श्री इरटवार सावकार,0
seems slow 🐌,3,2025-12-07 09:42:28,1.2025.329,Dave Flying High,0
amazing what you can do with this app if you imagine it you can do it,5,2025-12-07 09:42:15,1.2025.329,Daniel Lo Ponte (dloponte),0
I LOVE ITTTT,5,2025-12-07 09:42:15,,Yakuo Amaky,0
mind-blowing app 👍👌,5,2025-12-07 09:42:03,1.2025.329,PARASKUMAR VAYA,0
very smart ai,5,2025-12-07 09:41:35,1.2025.329,Harsh Gupta,0
excellent app .. very easy to ask anything but there is one problem in this app which I noticed that deta is not proceed well in software about some things specially when I asked about my rajasthan 's history all the answer of chatgpt was wrong so its not fully trained or something else idk but I think it should be improve,5,2025-12-07 09:41:31,1.2025.266,Priyanka Choudhary Pc,0
This app is very helpful.....it's enhance our information...and help us in our school work ☺️ also..,5,2025-12-07 09:41:31,1.2025.329,Sadaf Sarfaraz,0
is easy to use,5,2025-12-07 09:40:15,1.2025.329,Mukunzi Pacifique,0
good app for learning,5,2025-12-07 09:39:04,,Fire Light,0
it has been my best friend for reallll... my bestest and closest friends,5,2025-12-07 09:37:04,1.2025.336,Tripti,0
"chat GPT is much more useful for studies and solving doubts, creating images, Ghibli images, etc.....",5,2025-12-07 09:36:35,1.2025.329,H Sanjai,0
